Batch_ID,Job_ID,Workstation_ID,Machine_ID,Start_Time,End_Time,Setup_Time,Setup_Cost,Waiting_Time
J6_B152,6,0,1,52156.08273775394,52295.31887609661,4.431155812733614,6.646733719100421,50849.18924230596
J6_B152,6,1,1,52309.63670476259,52347.91526845444,4.317828665985739,6.476742998978608,0.0
J6_B152,6,2,1,58891.514531322005,58972.425910472775,16.453537246879407,24.68030587031911,6517.145725620685
J6_B152,6,3,1,64743.481608133516,64849.591658250785,14.151604891827347,21.22740733774102,5746.904092768913
J6_B152,6,4,1,64950.581072415,65088.48517432611,4.044860481162315,6.067290721743473,86.94455368305353
J6_B168,6,0,0,59790.759508452546,59929.995646795214,4.431155812733614,6.646733719100421,58483.86601300457
J6_B168,6,1,0,60047.97571874883,60086.25428244068,4.317828665985739,6.476742998978608,103.66224328763201
J6_B168,6,2,0,60259.05829458878,60339.96967373955,16.453537246879407,24.68030587031911,146.35047490122088
J6_B168,6,3,0,66342.77330219245,66448.88335230971,14.151604891827347,21.22740733774102,5978.652023561073
J6_B168,6,4,0,68564.7904602231,68702.69456213422,4.044860481162315,6.067290721743473,2101.8622474322183
J4_B79,4,0,1,52299.75003190934,52491.24524835955,4.431155812733614,6.646733719100421,51243.31135607818
J4_B79,4,1,1,52505.56307702553,52678.37420581531,4.317828665985739,6.476742998978608,0.0
J4_B79,4,2,2,64667.89093687851,64897.67877739852,6.923229193287661,10.384843789931491,11972.593501869917
J4_B79,4,3,1,64921.83038229035,65101.61314243994,14.151604891827347,21.22740733774102,0.0
J4_B79,4,4,1,65115.6580029211,65321.065738541496,4.044860481162315,6.067290721743473,0.0
J6_B119,6,0,1,52495.67640417228,52634.91254251495,4.431155812733614,6.646733719100421,51188.7829087243
J6_B119,6,1,1,52682.69203448129,52720.97059817314,4.317828665985739,6.476742998978608,33.46166330036067
J6_B119,6,2,2,64914.1323146454,64995.04369379617,16.453537246879407,24.68030587031911,12166.708179225381
J6_B119,6,3,1,65115.76474733177,65221.87479744904,14.151604891827347,21.22740733774102,96.56944864377147
J6_B119,6,4,1,65325.11059902266,65463.01470093377,4.044860481162315,6.067290721743473,89.19094109245634
J4_B213,4,0,1,52639.34369832768,52735.09130655278,4.431155812733614,6.646733719100421,51582.90502249652
J4_B213,4,1,0,60090.57211110666,60176.97767550155,4.317828665985739,6.476742998978608,7341.162975887899
J4_B213,4,2,0,60356.42321098643,60471.31713124644,16.453537246879407,24.68030587031911,152.99199823800154
J4_B213,4,3,0,66463.03495720154,66552.92633727634,14.151604891827347,21.22740733774102,5967.566221063273
